message_id,tweet_id,conversation_id,stratum,gold_intent,gold_action,quality_of_historical_reply,confidence,ambiguous,note,guideline_version,label_date,prelabel_intent,prelabel_action,reviewed,label_source
g153,2618582,2618582,stratified,account_access,escalate,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,account_access,escalate,false,gpt-5.4-prelabel
g154,513063,513063,stratified,feature_feedback,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,feature_feedback,auto_handle,false,gpt-5.4-prelabel
g155,1338271,1338271,stratified,non_support,escalate,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,non_support,escalate,false,gpt-5.4-prelabel
g156,1753715,1753715,stratified,non_support,escalate,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,non_support,escalate,false,gpt-5.4-prelabel
g157,2008205,2008205,stratified,feature_feedback,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,feature_feedback,auto_handle,false,gpt-5.4-prelabel
g158,1002909,1002909,stratified,subscription_plan,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,subscription_plan,auto_handle,false,gpt-5.4-prelabel
g159,1012742,1012742,stratified,availability_pricing_question,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,availability_pricing_question,auto_handle,false,gpt-5.4-prelabel
g160,1014576,1014576,stratified,catalog_content,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,catalog_content,auto_handle,false,gpt-5.4-prelabel
g161,1022462,1022462,adversarial,account_access,escalate,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,account_access,escalate,false,gpt-5.4-prelabel
g162,1028461,1028461,adversarial,other_unclear,escalate,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,other_unclear,escalate,false,gpt-5.4-prelabel
g163,1030261,1030261,adversarial,account_settings_howto,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,account_settings_howto,auto_handle,false,gpt-5.4-prelabel
g164,1041334,1041334,adversarial,catalog_content,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,catalog_content,auto_handle,false,gpt-5.4-prelabel
g165,1062334,1062334,adversarial,availability_pricing_question,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,availability_pricing_question,auto_handle,false,gpt-5.4-prelabel
g166,1069131,1069131,adversarial,availability_pricing_question,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,availability_pricing_question,auto_handle,false,gpt-5.4-prelabel
g167,1077555,1077555,adversarial,availability_pricing_question,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,availability_pricing_question,auto_handle,false,gpt-5.4-prelabel
g168,115343,115343,adversarial,library_lost,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,library_lost,auto_handle,false,gpt-5.4-prelabel
g169,1191876,1191876,adversarial,feature_feedback,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,feature_feedback,auto_handle,false,gpt-5.4-prelabel
g170,1219483,1219483,adversarial,feature_feedback,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,feature_feedback,auto_handle,false,gpt-5.4-prelabel
g171,1224509,1224509,adversarial,other_unclear,escalate,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,other_unclear,escalate,false,gpt-5.4-prelabel
g172,129765,129765,adversarial,feature_feedback,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,feature_feedback,auto_handle,false,gpt-5.4-prelabel
g173,1317768,1317768,adversarial,availability_pricing_question,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,availability_pricing_question,auto_handle,false,gpt-5.4-prelabel
g174,1331381,1331381,adversarial,subscription_plan,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,subscription_plan,auto_handle,false,gpt-5.4-prelabel
g175,1349650,1349650,adversarial,non_support,escalate,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,non_support,escalate,false,gpt-5.4-prelabel
g176,1362127,1362127,adversarial,non_support,escalate,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,non_support,escalate,false,gpt-5.4-prelabel
g177,1377515,1377515,adversarial,feature_feedback,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,feature_feedback,auto_handle,false,gpt-5.4-prelabel
g178,1394703,1394703,adversarial,availability_pricing_question,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,availability_pricing_question,auto_handle,false,gpt-5.4-prelabel
g179,1400080,1400080,adversarial,catalog_content,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,catalog_content,auto_handle,false,gpt-5.4-prelabel
g180,1459956,1459956,adversarial,availability_pricing_question,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,availability_pricing_question,auto_handle,false,gpt-5.4-prelabel
g181,1472880,1472880,adversarial,playback_technical,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,playback_technical,auto_handle,false,gpt-5.4-prelabel
g182,1492579,1492579,adversarial,availability_pricing_question,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,availability_pricing_question,auto_handle,false,gpt-5.4-prelabel
g183,149351,149351,adversarial,catalog_content,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,catalog_content,auto_handle,false,gpt-5.4-prelabel
g184,1506210,1506210,adversarial,availability_pricing_question,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,availability_pricing_question,auto_handle,false,gpt-5.4-prelabel
g185,1555406,1555406,adversarial,billing_payment,escalate,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,billing_payment,escalate,false,gpt-5.4-prelabel
g186,342857,342857,policy_trap,availability_pricing_question,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,availability_pricing_question,auto_handle,false,gpt-5.4-prelabel
g187,1014996,1014996,policy_trap,dm_followup,escalate,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,dm_followup,escalate,false,gpt-5.4-prelabel
g188,1017200,1017200,policy_trap,subscription_plan,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,subscription_plan,auto_handle,false,gpt-5.4-prelabel
g189,1018689,1018689,policy_trap,library_lost,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,library_lost,auto_handle,false,gpt-5.4-prelabel
g190,1020912,1020912,policy_trap,complaint_escalation,escalate,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,complaint_escalation,escalate,false,gpt-5.4-prelabel
g191,1021163,1021163,policy_trap,feature_feedback,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,feature_feedback,auto_handle,false,gpt-5.4-prelabel
g192,1023307,1023307,policy_trap,feature_feedback,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,feature_feedback,auto_handle,false,gpt-5.4-prelabel
g193,1023310,1023310,policy_trap,account_access,escalate,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,account_access,escalate,false,gpt-5.4-prelabel
g194,1027098,1027098,policy_trap,feature_feedback,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,feature_feedback,auto_handle,false,gpt-5.4-prelabel
g195,1033175,1033175,policy_trap,feature_feedback,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,feature_feedback,auto_handle,false,gpt-5.4-prelabel
g196,1033332,1033332,policy_trap,playback_technical,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,playback_technical,auto_handle,false,gpt-5.4-prelabel
g197,1033688,1033688,policy_trap,other_unclear,escalate,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,other_unclear,escalate,false,gpt-5.4-prelabel
g198,1039424,1039424,policy_trap,feature_feedback,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,feature_feedback,auto_handle,false,gpt-5.4-prelabel
g199,1040141,1040141,policy_trap,account_settings_howto,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,account_settings_howto,auto_handle,false,gpt-5.4-prelabel
g200,104125,104125,policy_trap,feature_feedback,auto_handle,,model,unknown,,v2-prelabelled-NO-HUMAN-REVIEW,2026-09-16,feature_feedback,auto_handle,false,gpt-5.4-prelabel
